id,territorial,fecha_acc,dia_semana_acc,condic_meteor,estado_super,terreno,geometria_acc,tipo_cierre,n_heridos,n_muertos,clase_accidente,hora_acc
8920,Santander,2018-12-05,miercoles,Seca,Seca y limpia,Plano,Recta,Parcial restringido a vehiculos pesados,0,0,Choque,12.0
8921,Santander,2018-12-06,jueves,Seca,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Choque,1.0
8922,Santander,2018-12-14,viernes,Seca,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,5.0
8923,Santander,2018-12-16,domingo,Lluvia,Humeda,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Choque,0.0
8924,Santander,2018-12-22,sabado,Seca,Seca y limpia,Plano,Recta,Parcial con paso alternado,1,0,Atropello,18.0
8925,Santander,2018-12-12,miercoles,Seca,Seca y limpia,Ondulado,Curva Derecha,Parcial restringido a vehiculos pesados,2,0,Choque,11.0
8926,Santander,2018-12-30,domingo,Seca,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,4.0
8927,Santander,2018-12-30,domingo,Lluvia,Humeda,Montañoso,Recta,Parcial con paso alternado,0,0,Choque,11.0
8928,Santander,2018-12-16,domingo,Seca,Seca y limpia,Montañoso,Curva Izquierda,Parcial con paso alternado,2,0,Choque,7.0
8929,Santander,2018-12-23,domingo,Normal,Seca y limpia,Ondulado,Recta,Parcial restringido a vehiculos pesados,0,0,Caída de piedra,9.0
8930,Santander,2019-02-27,miercoles,Normal,Seca y limpia,Montañoso,Curva Derecha,Parcial restringido a vehiculos pesados,0,0,Choque,9.0
8931,Santander,2018-12-28,viernes,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Choque,8.0
8932,Santander,2018-12-29,sabado,Normal,Seca y limpia,Montañoso,Recta,Parcial con paso alternado,0,0,Choque,16.0
8933,Santander,2018-12-30,domingo,Normal,Seca y limpia,Ondulado,Curva Izquierda,Parcial restringido a vehiculos pesados,2,0,Choque,12.0
8934,Santander,2018-12-30,domingo,Normal,Seca y limpia,Montañoso,Curva Izquierda,Parcial restringido a vehiculos pesados,0,0,Choque,17.0
8935,Santander,2018-12-01,sabado,Seca,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,1,0,Choque,16.0
8936,Santander,2018-12-03,lunes,Seca,Seca y limpia,Montañoso,Recta,Parcial con paso alternado,0,0,Choque,15.0
8937,Santander,2018-12-09,domingo,Seca,Seca y limpia,Montañoso,Curva Izquierda,Parcial con paso alternado,0,0,Choque,4.0
8938,Santander,2018-12-21,viernes,Seca,Seca y limpia,Montañoso,Curva Izquierda,Parcial con paso alternado,0,0,Choque,6.0
8939,Santander,2018-12-22,sabado,Seca,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Choque,14.0
8940,Santander,2018-12-28,viernes,Seca,Seca y limpia,Montañoso,Curva Izquierda,Parcial restringido a vehiculos pesados,0,0,Choque,10.0
8941,Santander,2018-12-30,domingo,Seca,Seca y limpia,Montañoso,Recta,Cierre total,4,0,Choque,11.0
8942,Cundinamarca,2019-01-04,viernes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Cierre total,0,1,Choque,9.0
8943,Cundinamarca,2019-01-05,sabado,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,17.0
8944,Huila,2019-01-18,viernes,Normal,Seca y limpia,Plano,Curva Derecha,Parcial con paso alternado,1,0,Choque,21.0
8945,Huila,2019-01-11,viernes,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,23.0
8946,Cundinamarca,2019-01-07,lunes,Normal,Seca y limpia,Montañoso,Recta,Parcial con reducción de carriles,0,0,Choque,16.0
8947,Cundinamarca,2019-01-11,viernes,Normal,Seca y limpia,Montañoso,Recta,Parcial con paso alternado,0,0,Choque,18.0
8948,Cundinamarca,2019-01-13,domingo,Lluvia,Humeda,Montañoso,Curva Izquierda,Parcial con paso alternado,0,0,Choque,3.0
8949,Cundinamarca,2019-01-20,domingo,Normal,Seca y limpia,Montañoso,Recta,Parcial con paso alternado,0,0,Choque,16.0
8950,Cundinamarca,2019-01-24,jueves,Normal,Seca y limpia,Montañoso,Recta,Parcial con paso alternado,0,0,Choque,3.0
8951,Cundinamarca,2019-01-08,martes,Normal,Seca y limpia,Montañoso,Recta,Parcial con paso alternado,0,0,Choque,10.0
8952,Cundinamarca,2019-01-21,lunes,Normal,Seca y limpia,Montañoso,Curva Derecha,Parcial con paso alternado,0,0,Choque,16.0
8953,Santander,2019-01-07,lunes,Normal,Seca y limpia,Plano,Curva Derecha,Parcial con reducción de carriles,0,2,Choque,0.0
8954,Santander,2019-01-26,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,0.0
8955,Santander,2019-01-02,miercoles,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Salida de la vía sin volcarse,6.0
8956,Santander,2019-01-25,viernes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Incendio,0.0
8957,Santander,2019-01-02,miercoles,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,0.0
8958,Santander,2019-01-13,domingo,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,4,1,Volcamiento,15.0
8959,Santander,2019-01-05,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,0.0
8960,Santander,2019-01-30,miercoles,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,20.0
8961,Santander,2019-01-08,martes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Salida de la vía sin volcarse,8.0
8962,Santander,2019-01-25,viernes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,12.0
8963,Santander,2019-01-02,miercoles,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,4.0
8964,Santander,2019-01-14,lunes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,15.0
8965,Santander,2019-01-19,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,15.0
8966,Santander,2019-01-19,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,0.0
8967,Santander,2019-01-19,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Salida de la vía sin volcarse,19.0
8968,Sucre,2019-01-03,jueves,Sol,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,1,0,Choque,7.0
8969,Sucre,2019-01-27,domingo,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Incendio,18.0
8970,Sucre,2019-01-04,viernes,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,9.0
8971,Nariño,2019-01-15,martes,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Volcamiento,2.0
8972,Boyacá,2019-01-01,martes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,17.0
8973,Boyacá,2019-01-05,sabado,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,1.0
8974,Boyacá,2019-01-06,domingo,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,20.0
8975,Boyacá,2019-01-10,jueves,Lluvia,Aceite,Escarpado,Curva Izquierda,Cierre total,0,0,Choque,6.0
8976,Boyacá,2019-01-11,viernes,Normal,Seca y limpia,Escarpado,Curva Derecha,Transito normal con precaución,0,0,Choque,11.0
8977,Boyacá,2019-01-13,domingo,Normal,Seca y limpia,Escarpado,Curva Derecha,Transito normal con precaución,0,0,Choque,14.0
8978,Boyacá,2019-01-13,domingo,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,4.0
8979,Boyacá,2019-01-15,martes,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Volcamiento,7.0
8980,Boyacá,2019-02-13,miercoles,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,14.0
8981,Boyacá,2019-01-18,viernes,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Volcamiento,5.0
8982,Boyacá,2019-01-20,domingo,Normal,Seca y limpia,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Choque,11.0
8983,Boyacá,2019-01-25,viernes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,8.0
8984,Boyacá,2019-01-25,viernes,Normal,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,0,0,Choque,19.0
8985,Boyacá,2019-01-28,lunes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,2.0
8986,Boyacá,2019-01-28,lunes,Lluvia,Humeda,Escarpado,Curva Izquierda,Transito normal con precaución,0,0,Choque,16.0
8987,Boyacá,2019-01-01,martes,Normal,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Salida de la vía sin volcarse,6.0
8988,Nariño,2018-12-12,miercoles,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,2,0,Choque,2.0
8989,Nariño,2018-12-21,viernes,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,1,0,Volcamiento,20.0
8990,Nariño,2018-12-31,lunes,Normal,Seca y limpia,Montañoso,Recta,Cierre total,2,0,Choque,6.0
8991,Nariño,2019-01-20,domingo,Lluvia,Humeda,Montañoso,Curva Derecha,Cierre total,0,1,Volcamiento,5.0
8992,Nariño,2019-02-02,sabado,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,1,Choque,6.0
8993,Putumayo,2019-02-03,domingo,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,0,1,Choque,3.0
8994,Boyacá,2019-01-07,lunes,Lluvia,Humeda,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,0.0
8995,Boyacá,2019-01-07,lunes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,17.0
8996,Boyacá,2019-01-07,lunes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,17.0
8997,Boyacá,2019-01-08,martes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Parcial con paso alternado,3,0,Choque,4.0
8998,Boyacá,2019-01-17,jueves,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,0,0,Choque,17.0
8999,Boyacá,2019-01-18,viernes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,0.0
9000,Boyacá,2019-01-27,domingo,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,0,0,Choque,16.0
9001,Cesar,2019-01-03,jueves,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,3,0,Choque,6.0
9002,Cesar,2019-01-04,viernes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,0.0
9003,Cesar,2019-01-06,domingo,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,11.0
9004,Cesar,2019-01-22,martes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,20.0
9005,Cesar,2019-01-24,jueves,Normal,Seca y limpia,Plano,Curva Izquierda,Transito normal con precaución,0,0,Volcamiento,6.0
9006,Cesar,2019-01-26,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,1,Choque,18.0
9007,Guajira,2019-01-11,viernes,Normal,Material organico,Plano,Curva Derecha,Transito normal con precaución,0,0,Choque,5.0
9008,Cesar,2019-01-31,jueves,Viento,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Choque,9.0
9009,Guajira,2019-01-18,viernes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,4.0
9010,Guajira,2019-01-14,lunes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,14.0
9011,Boyacá,2019-01-01,martes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,14.0
9012,Boyacá,2019-01-01,martes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,21.0
9013,Boyacá,2019-01-01,martes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,18.0
9014,Boyacá,2019-01-03,jueves,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,16.0
9015,Boyacá,2019-01-03,jueves,Normal,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Volcamiento,13.0
9016,Boyacá,2019-01-03,jueves,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Choque,13.0
9017,Boyacá,2019-01-04,viernes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,17.0
9018,Boyacá,2019-01-09,miercoles,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,14.0
9019,Boyacá,2019-01-16,miercoles,Normal,Seca y limpia,Plano,Curva Izquierda,Transito normal con precaución,0,0,Volcamiento,3.0
9020,Boyacá,2019-01-27,domingo,Niebla,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,8.0
9021,Boyacá,2019-01-30,miercoles,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Salida de la vía sin volcarse,7.0
9022,Santander,2019-01-02,miercoles,Seca,Seca y limpia,Ondulado,Recta,Parcial restringido a vehiculos pesados,0,0,Choque,15.0
9023,Santander,2019-01-03,jueves,Seca,Seca y limpia,Montañoso,Curva Derecha,Parcial restringido a vehiculos pesados,0,0,Choque,6.0
9024,Santander,2019-01-03,jueves,Seca,Seca y limpia,Montañoso,Curva Derecha,Parcial restringido a vehiculos pesados,0,0,Choque,10.0
9025,Santander,2019-01-03,jueves,Seca,Seca y limpia,Montañoso,Curva Izquierda,Parcial restringido a vehiculos pesados,0,0,Choque,12.0
9026,Santander,2019-01-05,sabado,Seca,Seca y limpia,Montañoso,Recta,Parcial restringido a vehiculos pesados,0,0,Choque,1.0
9027,Santander,2019-01-06,domingo,Seca,Seca y limpia,Ondulado,Recta,Parcial restringido a vehiculos pesados,0,0,Choque,23.0
9028,Santander,2019-01-14,lunes,Seca,Seca y limpia,Montañoso,Curva Derecha,Parcial con paso alternado,0,0,Choque,10.0
9029,Santander,2019-01-15,martes,Seca,Seca y limpia,Montañoso,Curva Derecha,Parcial con paso alternado,0,0,Volcamiento,8.0
9030,Santander,2019-01-16,miercoles,Seca,Seca y limpia,Montañoso,Curva Derecha,Parcial restringido a vehiculos pesados,0,0,Atropello,9.0
9031,Santander,2019-01-17,jueves,Seca,Seca y limpia,Montañoso,Recta,Parcial con paso alternado,0,0,Atropello,9.0
9032,Santander,2019-01-17,jueves,Seca,Seca y limpia,Montañoso,Curva Derecha,Parcial restringido a vehiculos pesados,0,0,Atropello,17.0
9033,Santander,2019-01-22,martes,Seca,Seca y limpia,Montañoso,Curva Derecha,Parcial restringido a vehiculos pesados,0,0,Volcamiento,17.0
9034,Santander,2019-02-22,viernes,Seca,Seca y limpia,Montañoso,Curva Derecha,Parcial restringido a vehiculos pesados,0,0,Atropello,16.0
9035,Santander,2019-02-24,domingo,Seca,Seca y limpia,Montañoso,Curva Izquierda,Cierre total,3,0,Atropello,19.0
9036,Santander,2019-02-27,miercoles,Seca,Seca y limpia,Ondulado,Recta,Parcial restringido a vehiculos pesados,0,0,Choque,15.0
9037,Santander,2019-01-01,martes,Seca,Seca y limpia,Plano,Recta,Parcial restringido a vehiculos pesados,0,0,Choque,17.0
9038,Santander,2019-01-06,domingo,Seca,Seca y limpia,Ondulado,Curva Izquierda,Parcial con paso alternado,1,0,Choque,6.0
9039,Santander,2019-01-07,lunes,Lluvia,Humeda,Montañoso,Curva Izquierda,Parcial restringido a vehiculos pesados,0,0,Choque,6.0
9040,Santander,2019-01-07,lunes,Lluvia,Humeda,Ondulado,Curva Izquierda,Parcial restringido a vehiculos pesados,0,0,Choque,8.0
9041,Santander,2019-01-07,lunes,Lluvia,Humeda,Montañoso,Curva Derecha,Parcial con paso alternado,2,0,Choque,16.0
9042,Santander,2019-01-08,martes,Seca,Seca y limpia,Escarpado,Curva Izquierda,Parcial con paso alternado,0,0,Choque,13.0
9043,Santander,2019-01-09,miercoles,Seca,Seca y limpia,Montañoso,Recta,Parcial con paso alternado,1,0,Choque,14.0
9044,Santander,2019-01-16,miercoles,Seca,Seca y limpia,Montañoso,Curva Derecha,Parcial con paso alternado,0,0,Choque,14.0
9045,Santander,2019-01-21,lunes,Seca,Seca y limpia,Montañoso,Curva Derecha,Parcial restringido a vehiculos pesados,0,1,Choque,13.0
9046,Santander,2019-01-21,lunes,Seca,Seca y limpia,Montañoso,Recta,Parcial con paso alternado,0,0,Volcamiento,13.0
9047,Santander,2019-01-28,lunes,Seca,Seca y limpia,Plano,Recta,Cierre total,0,0,Choque,0.0
9048,Santander,2019-01-29,martes,Seca,Seca y limpia,Montañoso,Curva Derecha,Parcial restringido a vehiculos pesados,0,0,Choque,10.0
9049,Santander,2019-01-30,miercoles,Lluvia,Humeda,Plano,Recta,Parcial con paso alternado,0,0,Volcamiento,6.0
9050,Santander,2019-01-30,miercoles,Lluvia,Humeda,Plano,Recta,Parcial con paso alternado,0,0,Choque,7.0
9051,Santander,2019-01-30,miercoles,Lluvia,Humeda,Plano,Recta,Cierre total,0,1,Choque,7.0
9052,Meta,2019-01-19,sabado,Normal,Seca y limpia,Montañoso,Curva Derecha,Cierre total,0,0,Volcamiento,10.0
9053,Meta,2019-01-09,miercoles,Normal,Seca y limpia,Montañoso,Curva Derecha,Cierre total,0,1,Caída ocupante,16.0
9054,Antioquia,2018-12-17,lunes,Lluvia,Humeda,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,16.0
9055,Antioquia,2018-12-23,domingo,Normal,Seca y limpia,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Choque,5.0
9056,Antioquia,2018-12-29,sabado,Lluvia,Humeda,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,7.0
9057,Antioquia,2018-12-09,domingo,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,22.0
9058,Antioquia,2018-12-29,sabado,Normal,Seca y limpia,Ondulado,Curva Izquierda,Parcial con reducción de carriles,1,0,Atropello,9.0
9059,Antioquia,2018-12-26,miercoles,Lluvia,Humeda,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,3.0
9060,Antioquia,2018-12-02,domingo,Normal,Seca y limpia,Ondulado,Recta,Parcial con reducción de carriles,0,1,Atropello,20.0
9061,Antioquia,2018-12-02,domingo,Lluvia,Humeda,Ondulado,Recta,Transito normal con precaución,0,0,Choque,20.0
9062,Antioquia,2019-02-01,viernes,Normal,Seca y limpia,Montañoso,Curva Derecha,Parcial con reducción de carriles,0,1,Caída ocupante,23.0
9063,Antioquia,2018-12-20,jueves,Normal,Seca y limpia,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Choque,20.0
9064,Antioquia,2018-12-13,jueves,Normal,Seca y limpia,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Choque,21.0
9065,Antioquia,2018-12-13,jueves,Normal,Seca y limpia,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Choque,11.0
9066,Antioquia,2018-12-13,jueves,Lluvia,Humeda,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Choque,1.0
9067,Antioquia,2018-12-28,viernes,Lluvia,Humeda,Ondulado,Curva Derecha,Transito normal con precaución,1,0,Choque,7.0
9068,Antioquia,2018-12-30,domingo,Lluvia,Humeda,Ondulado,Curva Izquierda,Transito normal con precaución,1,0,Choque,13.0
9069,Antioquia,2018-12-05,miercoles,Normal,Seca y limpia,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Choque,21.0
9070,Antioquia,2018-12-10,lunes,Lluvia,Humeda,Ondulado,Curva Derecha,Transito normal con precaución,1,0,Atropello,8.0
9071,Antioquia,2018-12-11,martes,Lluvia,Humeda,Ondulado,Curva Derecha,Transito normal con precaución,1,0,Choque,12.0
9072,Antioquia,2018-12-11,martes,Lluvia,Humeda,Ondulado,Curva Derecha,Parcial con reducción de carriles,2,0,Choque,11.0
9073,Antioquia,2018-12-30,domingo,Lluvia,Humeda,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,17.0
9074,Antioquia,2018-12-25,martes,Normal,Seca y limpia,Montañoso,Curva Derecha,Parcial con reducción de carriles,1,0,Choque,13.0
9075,Antioquia,2018-12-10,lunes,Lluvia,Humeda,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Choque,23.0
9076,Antioquia,2018-12-13,jueves,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,17.0
9077,Antioquia,2018-12-12,miercoles,Lluvia,Humeda,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,7.0
9078,Antioquia,2018-12-30,domingo,Lluvia,Humeda,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,18.0
9079,Antioquia,2018-12-30,domingo,Lluvia,Humeda,Montañoso,Curva Derecha,Parcial con reducción de carriles,1,0,Choque,16.0
9080,Antioquia,2019-02-27,miercoles,Normal,Seca y limpia,Ondulado,Curva Izquierda,Parcial con reducción de carriles,0,0,Choque,14.0
9081,Antioquia,2018-12-11,martes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,9.0
9082,Antioquia,2018-12-07,viernes,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,11.0
9083,Antioquia,2018-12-11,martes,Normal,Seca y limpia,Ondulado,Curva Izquierda,Parcial con reducción de carriles,1,0,Choque,13.0
9084,Antioquia,2018-12-07,viernes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,5.0
9085,Antioquia,2018-12-26,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,14.0
9086,Antioquia,2018-11-20,martes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,8.0
9087,Antioquia,2018-12-14,viernes,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,1,0,Choque,4.0
9088,Antioquia,2018-12-20,jueves,Normal,Seca y limpia,Plano,Curva Derecha,Parcial con reducción de carriles,1,0,Choque,19.0
9089,Antioquia,2018-12-29,sabado,Normal,Seca y limpia,Plano,Curva Derecha,Parcial con reducción de carriles,0,1,Atropello,18.0
9090,Antioquia,2018-12-21,viernes,Normal,Seca y limpia,Plano,Curva Izquierda,Transito normal con precaución,0,0,Choque,9.0
9091,Antioquia,2019-01-11,viernes,Normal,Seca y limpia,Plano,Curva Izquierda,Transito normal con precaución,2,0,Volcamiento,23.0
9092,Antioquia,2019-01-01,martes,Normal,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,0,1,Choque,14.0
9093,Antioquia,2019-01-21,lunes,Normal,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,9.0
9094,Antioquia,2019-01-08,martes,Niebla,Humeda,Montañoso,Curva Derecha,Transito normal con precaución,0,1,Choque,19.0
9095,Antioquia,2019-01-14,lunes,Normal,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,19.0
9096,Antioquia,2019-01-24,jueves,Niebla,Humeda,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Choque,22.0
9097,Antioquia,2019-01-13,domingo,Normal,Seca y limpia,Ondulado,Curva Izquierda,Parcial con reducción de carriles,3,1,Choque,13.0
9098,Antioquia,2019-01-29,martes,Lluvia,Humeda,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Choque,7.0
9099,Antioquia,2019-01-14,lunes,Lluvia,Humeda,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,13.0
9100,Antioquia,2019-01-05,sabado,Lluvia,Humeda,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Volcamiento,18.0
9101,Nariño,2018-11-11,domingo,Normal,Otra,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,15.0
9102,Nariño,2018-12-20,jueves,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,13.0
9103,Nariño,2018-12-05,miercoles,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,6,0,Choque,6.0
9104,Nariño,2018-12-16,domingo,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,1,0,Choque,7.0
9105,Nariño,2018-12-02,domingo,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,1,Choque,6.0
9106,Nariño,2018-12-23,domingo,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,11.0
9107,Nariño,2018-12-24,lunes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,8.0
9108,Nariño,2019-01-03,jueves,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,4,0,Choque,16.0
9109,Nariño,2019-01-08,martes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,1,0,Choque,11.0
9110,Nariño,2019-01-04,viernes,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,1,Atropello,19.0
9111,Nariño,2019-01-18,viernes,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,15.0
9112,Nariño,2019-01-20,domingo,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,1,0,Choque,11.0
9113,Nariño,2019-01-28,lunes,Lluvia,Humeda,Montañoso,Recta,Transito normal con precaución,0,0,Choque,20.0
9114,Nariño,2019-01-28,lunes,Lluvia,Humeda,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,21.0
9115,Nariño,2019-01-28,lunes,Lluvia,Humeda,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,21.0
9116,Nariño,2018-11-04,domingo,Viento,Seca y limpia,Escarpado,Curva Izquierda,Transito normal con precaución,0,0,Choque,12.0
9117,Nariño,2018-11-03,sabado,Lluvia,Humeda,Montañoso,Recta,Cierre total,0,0,Choque,23.0
9118,Nariño,2018-11-19,lunes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,13.0
9119,Nariño,2018-11-18,domingo,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,0.0
9120,Nariño,2018-11-21,miercoles,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,1,0,Choque,22.0
9121,Nariño,2018-11-23,viernes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,11.0
9122,Nariño,2018-11-26,lunes,Lluvia,Humeda,Escarpado,Curva Derecha,Transito normal con precaución,2,0,Choque,6.0
9123,Nariño,2018-11-29,jueves,Lluvia,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,1,0,Choque,21.0
9124,Nariño,2018-12-09,domingo,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Choque,18.0
9125,Huila,2019-02-24,domingo,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,1,1,Choque,22.0
9126,Huila,2019-02-20,miercoles,Normal,Seca y limpia,Plano,Recta,Parcial con reducción de carriles,4,0,Choque,14.0
9127,Boyacá,2019-02-01,viernes,Normal,Seca y limpia,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Choque,13.0
9128,Boyacá,2019-02-03,domingo,Normal,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,16.0
