id,territorial,fecha_acc,dia_semana_acc,condic_meteor,estado_super,terreno,geometria_acc,tipo_cierre,n_heridos,n_muertos,clase_accidente,hora_acc
2924,Cundinamarca,2018-01-14,domingo,Lluvia,Humeda,Ondulado,Recta,Transito normal con precaución,0,0,Choque,100.0
2925,Cundinamarca,2018-01-14,domingo,Lluvia,Humeda,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
2926,Cundinamarca,2018-01-15,lunes,Normal,Seca y limpia,Ondulado,Curva Derecha,Parcial con reducción de carriles,0,2,Atropello,100.0
2927,Cundinamarca,2018-01-16,martes,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Choque,100.0
2928,Cundinamarca,2018-01-19,viernes,Normal,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
2929,Cundinamarca,2018-01-20,sabado,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Choque,100.0
2930,Cundinamarca,2018-01-22,lunes,Normal,Seca y limpia,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
2931,Tolima,2017-11-02,jueves,Normal,Seca y limpia,Escarpado,Curva Izquierda,Parcial con paso alternado,0,0,Choque,100.0
2932,Cundinamarca,2018-01-25,jueves,Normal,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
2933,Cundinamarca,2018-02-02,viernes,Lluvia,Humeda,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
2934,Cundinamarca,2018-02-10,sabado,Lluvia,Humeda,Ondulado,Curva Derecha,Parcial con reducción de carriles,1,0,Choque,100.0
2935,Cundinamarca,2018-02-15,jueves,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Choque,100.0
2936,Cundinamarca,2018-02-18,domingo,Seca,Seca y limpia,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
2937,Cundinamarca,2018-02-23,viernes,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Choque,100.0
2938,Cundinamarca,2018-02-23,viernes,Lluvia,Humeda,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
2939,Cundinamarca,2018-02-28,miercoles,Lluvia,Humeda,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
2940,Cundinamarca,2018-02-28,miercoles,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Choque,100.0
2941,Cundinamarca,2018-03-02,viernes,Lluvia,Humeda,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
2942,Cundinamarca,2018-03-11,domingo,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Choque,100.0
2943,Cundinamarca,2018-03-13,martes,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Choque,100.0
2944,Cundinamarca,2018-03-24,sabado,Lluvia,Humeda,Ondulado,Recta,Transito normal con precaución,0,0,Choque,100.0
2945,Cundinamarca,2018-03-02,viernes,Normal,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
2946,Cundinamarca,2018-03-19,lunes,Lluvia,Humeda,Ondulado,Recta,Transito normal con precaución,0,0,Choque,100.0
2947,Cundinamarca,2018-03-19,lunes,Normal,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
2948,Cundinamarca,2018-03-24,sabado,Lluvia,Humeda,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Volcamiento,100.0
2949,Cundinamarca,2018-03-25,domingo,Normal,Seca y limpia,Ondulado,Recta,Transito normal con precaución,0,0,Volcamiento,100.0
2950,Tolima,2017-06-06,martes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Parcial con paso alternado,0,0,Choque,100.0
2951,Tolima,2017-09-10,domingo,Normal,Seca y limpia,Escarpado,Recta,Parcial con paso alternado,0,0,Choque,100.0
2952,Tolima,2017-04-07,viernes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
2953,Tolima,2017-04-07,viernes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
2954,Tolima,2017-04-08,sabado,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
2955,Tolima,2017-04-04,martes,Lluvia,Humeda,Montañoso,Recta,Transito normal con precaución,0,0,Choque,100.0
2956,Tolima,2017-04-23,domingo,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
2957,Tolima,2017-03-15,miercoles,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
2958,Tolima,2017-03-17,viernes,Niebla,Humeda,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
2959,Tolima,2017-03-17,viernes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
2960,Tolima,2017-03-19,domingo,Lluvia,Humeda,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
2961,Tolima,2017-03-23,jueves,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
2962,Tolima,2017-05-02,martes,Lluvia,Humeda,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
2963,Tolima,2017-01-02,lunes,Lluvia,Humeda,Montañoso,Curva Derecha,Transito normal con precaución,4,0,Choque,100.0
2964,Tolima,2017-01-03,martes,Lluvia,Humeda,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
2965,Tolima,2017-01-08,domingo,Lluvia,Humeda,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
2966,Tolima,2017-01-08,domingo,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
2967,Tolima,2017-01-08,domingo,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
2968,Tolima,2017-01-15,domingo,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
2969,Tolima,2017-01-25,miercoles,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
2970,Tolima,2017-01-30,lunes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
2971,Tolima,2017-01-30,lunes,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
2972,Tolima,2017-02-07,martes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Caída de carga,100.0
2973,Tolima,2017-06-17,sabado,Normal,Seca y limpia,Montañoso,Curva Derecha,Parcial con paso alternado,0,0,Choque,100.0
2974,Tolima,2017-06-06,martes,Normal,Seca y limpia,Escarpado,Curva Derecha,Parcial con paso alternado,0,0,Choque,100.0
2975,Tolima,2017-06-01,jueves,Normal,Seca y limpia,Montañoso,Curva Izquierda,Parcial con paso alternado,0,0,Choque,100.0
2976,Tolima,2017-06-09,viernes,Normal,Seca y limpia,Montañoso,Recta,Parcial con paso alternado,0,0,Choque,100.0
2977,Tolima,2017-07-08,sabado,Normal,Seca y limpia,Escarpado,Curva Derecha,Parcial con paso alternado,0,0,Choque,100.0
2978,Tolima,2017-07-04,martes,Normal,Seca y limpia,Escarpado,Curva Izquierda,Parcial con paso alternado,0,0,Choque,100.0
2979,Tolima,2017-07-11,martes,Normal,Seca y limpia,Escarpado,Curva Derecha,Parcial con paso alternado,2,0,Volcamiento,100.0
2980,Tolima,2017-08-10,jueves,Normal,Seca y limpia,Escarpado,Recta,Parcial con paso alternado,0,0,Choque,100.0
2981,Tolima,2017-08-12,sabado,Normal,Seca y limpia,Escarpado,Curva Izquierda,Parcial con paso alternado,0,0,Choque,100.0
2982,Tolima,2017-09-16,sabado,Normal,Seca y limpia,Escarpado,Curva Izquierda,Parcial con paso alternado,0,0,Choque,100.0
2983,Tolima,2017-09-10,domingo,Normal,Seca y limpia,Escarpado,Curva Izquierda,Parcial con paso alternado,0,0,Choque,100.0
2984,Tolima,2017-09-08,viernes,Normal,Seca y limpia,Escarpado,Curva Derecha,Parcial con paso alternado,0,0,Choque,100.0
2985,Tolima,2017-09-05,martes,Normal,Seca y limpia,Escarpado,Curva Derecha,Parcial con paso alternado,0,0,Choque,100.0
2986,Tolima,2017-09-02,sabado,Normal,Seca y limpia,Escarpado,Curva Izquierda,Parcial con paso alternado,0,0,Choque,100.0
2987,Tolima,2017-10-02,lunes,Lluvia,Humeda,Escarpado,Curva Izquierda,Parcial con paso alternado,0,0,Choque,100.0
2988,Tolima,2017-10-01,domingo,Lluvia,Humeda,Escarpado,Curva Izquierda,Parcial con paso alternado,0,0,Choque,100.0
2989,Tolima,2017-10-07,sabado,Normal,Seca y limpia,Escarpado,Curva Izquierda,Parcial con paso alternado,0,0,Choque,100.0
2990,Tolima,2017-10-07,sabado,Normal,Seca y limpia,Escarpado,Curva Izquierda,Parcial con paso alternado,0,0,Choque,100.0
2991,Tolima,2017-10-13,viernes,Normal,Seca y limpia,Escarpado,Curva Derecha,Parcial con paso alternado,0,0,Choque,100.0
2992,Tolima,2017-11-15,miercoles,Normal,Seca y limpia,Escarpado,Curva Izquierda,Parcial con paso alternado,0,0,Choque,100.0
2993,Tolima,2017-10-26,jueves,Normal,Seca y limpia,Escarpado,Curva Derecha,Parcial con paso alternado,0,0,Choque,100.0
2994,Tolima,2018-01-04,jueves,Normal,Seca y limpia,Escarpado,Curva Derecha,Cierre total,4,0,Volcamiento,100.0
2995,Tolima,2017-11-17,viernes,Normal,Seca y limpia,Escarpado,Curva Derecha,Parcial con paso alternado,0,0,Choque,100.0
2996,Tolima,2017-11-18,sabado,Normal,Seca y limpia,Escarpado,Curva Izquierda,Parcial con paso alternado,0,0,Choque,100.0
2997,Tolima,2017-11-23,jueves,Normal,Seca y limpia,Escarpado,Curva Derecha,Parcial con paso alternado,0,0,Choque,100.0
2998,Tolima,2017-11-24,viernes,Normal,Seca y limpia,Escarpado,Curva Izquierda,Parcial con paso alternado,0,0,Volcamiento,100.0
2999,Tolima,2017-11-29,miercoles,Normal,Seca y limpia,Escarpado,Curva Derecha,Parcial con paso alternado,1,0,Choque,100.0
3000,Tolima,2017-12-23,sabado,Normal,Seca y limpia,Escarpado,Curva Izquierda,Parcial con paso alternado,0,0,Choque,100.0
3001,Tolima,2017-12-26,martes,Normal,Seca y limpia,Escarpado,Curva Izquierda,Parcial con paso alternado,0,0,Choque,100.0
3002,Tolima,2018-01-04,jueves,Normal,Seca y limpia,Escarpado,Curva Derecha,Parcial con paso alternado,4,0,Volcamiento,100.0
3003,Caldas,2017-12-29,viernes,Lluvia,Humeda,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3004,Caldas,2018-01-01,lunes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,100.0
3005,Caldas,2018-01-03,miercoles,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3006,Caldas,2018-01-04,jueves,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,3,0,Choque,100.0
3007,Caldas,2018-01-07,domingo,Lluvia,Humeda,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3008,Caldas,2018-01-12,viernes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,1,0,Choque,100.0
3009,Caldas,2018-01-24,miercoles,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,100.0
3010,Caldas,2018-03-02,viernes,Lluvia,Humeda,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3011,Caldas,2018-03-03,sabado,Lluvia,Humeda,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3012,Caldas,2018-02-09,viernes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3013,Caldas,2018-02-13,martes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,100.0
3014,Caldas,2018-02-13,martes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Incendio,100.0
3015,Caldas,2018-02-15,jueves,Lluvia,Humeda,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3016,Caldas,2018-02-15,jueves,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,100.0
3017,Caldas,2018-02-20,martes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,100.0
3018,Caldas,2018-02-23,viernes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,100.0
3019,Caldas,2018-02-26,lunes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,100.0
3020,Caldas,2018-03-02,viernes,Viento,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3021,Caldas,2018-03-13,martes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,100.0
3022,Caldas,2018-03-17,sabado,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3023,Caldas,2018-03-23,viernes,Viento,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
3024,Caldas,2018-03-23,viernes,Lluvia,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,1,0,Choque,100.0
3025,Caldas,2018-03-25,domingo,Lluvia,Humeda,Montañoso,Curva Izquierda,Transito normal con precaución,4,0,Choque,100.0
3026,Caldas,2018-03-27,martes,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,1,0,Choque,100.0
3027,Caldas,2018-03-27,martes,Viento,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3028,Caldas,2018-03-28,miercoles,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3029,Caldas,2018-03-29,jueves,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3030,Caldas,2018-03-30,viernes,Lluvia,Humeda,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3031,Caldas,2017-04-02,domingo,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
3032,Caldas,2018-03-01,jueves,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3033,Caldas,2018-02-12,lunes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,100.0
3034,Caldas,2018-02-17,sabado,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3035,Caldas,2018-03-07,miercoles,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,100.0
3036,Caldas,2018-03-02,viernes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,1,0,Choque,100.0
3037,Caldas,2018-03-05,lunes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,100.0
3038,Caldas,2018-02-12,lunes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3039,Caldas,2018-02-26,lunes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3040,Caldas,2018-03-10,sabado,Viento,Seca y limpia,Montañoso,Recta,Transito normal con precaución,2,0,Choque,100.0
3041,Caldas,2018-03-11,domingo,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,0,0,Choque,100.0
3042,Risaralda,2017-03-15,miercoles,Lluvia,Humeda,Montañoso,Curva Derecha,Transito normal con precaución,3,0,Choque,100.0
3043,Risaralda,2017-03-26,domingo,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
3044,Risaralda,2017-04-04,martes,Normal,Seca y limpia,Montañoso,Recta,Transito normal con precaución,1,0,Caída ocupante,100.0
3045,Risaralda,2017-04-25,martes,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,1,0,Volcamiento,100.0
3046,Risaralda,2017-05-05,viernes,Lluvia,Humeda,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3047,Risaralda,2017-06-14,miercoles,Normal,Seca y limpia,Ondulado,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3048,Risaralda,2017-07-27,jueves,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,1,Choque,100.0
3049,Risaralda,2017-07-28,viernes,Lluvia,Humeda,Ondulado,Curva Izquierda,Transito normal con precaución,1,0,Choque,100.0
3050,Risaralda,2017-08-11,viernes,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
3051,Risaralda,2017-09-14,jueves,Normal,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,0,0,Choque,100.0
3052,Risaralda,2017-10-04,miercoles,Lluvia,Humeda,Montañoso,Curva Derecha,Transito normal con precaución,1,0,Choque,100.0
3053,Risaralda,2017-10-10,martes,Normal,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,1,0,Choque,100.0
3054,Risaralda,2017-10-22,domingo,Lluvia,Humeda,Montañoso,Recta,Transito normal con precaución,1,0,Choque,100.0
3055,Risaralda,2017-10-24,martes,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
3056,Risaralda,2017-11-25,sabado,Lluvia,Humeda,Ondulado,Recta,Transito normal con precaución,0,0,Choque,100.0
3057,Risaralda,2017-11-18,sabado,Lluvia,Humeda,Ondulado,Curva Derecha,Transito normal con precaución,1,0,Choque,100.0
3058,Risaralda,2018-02-20,martes,Lluvia,Humeda,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
3059,Risaralda,2018-02-21,miercoles,Normal,Seca y limpia,Montañoso,Curva Derecha,Transito normal con precaución,1,0,Choque,100.0
3060,Chocó,2018-03-11,domingo,Sol,Seca y limpia,Plano,Recta,Cierre total,0,1,Atropello,100.0
3061,Chocó,2017-03-08,miercoles,Normal,Humeda,Ondulado,Recta,Transito normal con precaución,2,0,Choque,100.0
3062,Chocó,2017-08-24,jueves,Normal,Humeda,Ondulado,Recta,Transito normal con precaución,2,0,Volcamiento,100.0
3063,Chocó,2017-11-27,lunes,Niebla,Seca y limpia,Plano,Recta,Transito normal con precaución,0,1,Caída ocupante,100.0
3064,Chocó,2017-12-01,viernes,Sol,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
3065,Chocó,2018-02-07,miercoles,Lluvia,Humeda,Plano,Recta,Transito normal con precaución,3,0,Atropello,100.0
3066,Valle del Cauca,2017-03-04,sabado,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
3067,Valle del Cauca,2017-03-16,jueves,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
3068,Valle del Cauca,2017-06-09,viernes,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
3069,Valle del Cauca,2017-10-23,lunes,Lluvia,Humeda,Plano,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
3070,Valle del Cauca,2017-12-17,domingo,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
3071,Boyacá,2017-11-09,jueves,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
3072,Boyacá,2017-11-23,jueves,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Atropello,100.0
3073,Boyacá,2018-03-12,lunes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
3074,Boyacá,2017-09-05,martes,Normal,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
3075,Boyacá,2017-12-18,lunes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
3076,Boyacá,2018-01-22,lunes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
3077,Cundinamarca,2017-12-25,lunes,Lluvia,Humeda,Plano,Recta,Parcial con reducción de carriles,0,0,Choque,100.0
3078,Cundinamarca,2018-01-24,miercoles,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,1,0,Choque,100.0
3079,Boyacá,2017-10-26,jueves,Normal,Seca y limpia,Plano,Curva Derecha,Cierre total,0,2,Volcamiento,100.0
3080,Boyacá,2017-11-06,lunes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
3081,Boyacá,2017-11-14,martes,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Choque,100.0
3082,Boyacá,2017-12-07,jueves,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Volcamiento,100.0
3083,Boyacá,2017-12-21,jueves,Normal,Seca y limpia,Plano,Recta,Transito normal con precaución,0,0,Choque,100.0
3084,Boyacá,2018-02-07,miercoles,Normal,Seca y limpia,Plano,Curva Derecha,Transito normal con precaución,0,0,Volcamiento,100.0
3085,Santander,2017-01-24,martes,Niebla,Seca y limpia,Montañoso,Curva Izquierda,Transito normal con precaución,1,0,Volcamiento,100.0
3086,Santander,2017-01-08,domingo,Sol,Seca y limpia,Ondulado,Curva Derecha,Parcial con reducción de carriles,1,0,Choque,100.0
3087,Santander,2017-01-09,lunes,Niebla,Seca y limpia,Ondulado,Curva Derecha,Transito normal con precaución,0,0,Choque,100.0
3088,Santander,2017-01-09,lunes,Niebla,Seca y limpia,Ondulado,Curva Izquierda,Parcial con reducción de carriles,0,0,Choque,100.0
3089,Santander,2017-01-10,martes,Sol,Seca y limpia,Ondulado,Curva Izquierda,Parcial con reducción de carriles,1,0,Choque,100.0
3090,Santander,2017-02-09,jueves,Sol,Seca y limpia,Ondulado,Curva Derecha,Parcial con reducción de carriles,1,0,Atropello,100.0
3091,Santander,2017-08-14,lunes,Seca,Seca y limpia,Plano,Recta,Transito normal con precaución,2,0,Choque,100.0
